row_kind,step,epoch,t_epoch,window_cycles,window_stride,mode,phase,network,layer,chiplet,start,end,L_phase,bw_phase,slice_makespan,bw_util
phase,3,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-2,1,260916.500000,401410.000000,140493.500000,0.000000,200705.000000,0.096024
step,3,0,0.000000,5000000.000000,5000000.000000,pair,,,,,200705.000000,401410.000000,,,200705.000000,0.096024
phase,4,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck1_1_2,0,401410.000000,408508.637796,3630.300000,97.769300,15569.337796,0.455937
phase,4,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck1_1_2,0,408508.637796,416979.337796,8470.700000,0.000000,15569.337796,0.455937
phase,4,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-3,1,401410.000000,408508.637796,3630.300000,97.769300,15569.337796,0.455937
phase,4,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-3,1,408508.637796,416979.337796,8470.700000,0.000000,15569.337796,0.455937
step,4,0,0.000000,5000000.000000,5000000.000000,pair,,,,,401410.000000,416979.337796,,,15569.337796,0.455937
phase,5,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck1_1_3,0,416979.337796,447085.237796,30105.900000,16.004100,100353.000000,0.096025
phase,5,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck1_1_3,0,447085.237796,517332.337796,70247.100000,0.000000,100353.000000,0.096025
phase,5,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-4,1,416979.337796,447085.237796,30105.900000,16.004100,100353.000000,0.096025
phase,5,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-4,1,447085.237796,517332.337796,70247.100000,0.000000,100353.000000,0.096025
step,5,0,0.000000,5000000.000000,5000000.000000,pair,,,,,416979.337796,517332.337796,,,100353.000000,0.096025
phase,6,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck1_1_Residual,0,517332.337796,521095.837796,3763.500000,16.001300,12545.000000,0.096008
phase,6,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck1_1_Residual,0,521095.837796,529877.337796,8781.500000,0.000000,12545.000000,0.096008
phase,6,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-5,1,517332.337796,521095.837796,3763.500000,16.001300,12545.000000,0.096008
phase,6,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-5,1,521095.837796,529877.337796,8781.500000,0.000000,12545.000000,0.096008
step,6,0,0.000000,5000000.000000,5000000.000000,pair,,,,,517332.337796,529877.337796,,,12545.000000,0.096008
phase,7,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck2_1_1,0,529877.337796,710511.237796,180633.900000,8.001940,602113.000000,0.048012
phase,7,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck2_1_1,0,710511.237796,1131990.337796,421479.100000,0.000000,602113.000000,0.048012
phase,7,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-6,1,529877.337796,710511.237796,180633.900000,8.001940,602113.000000,0.048012
phase,7,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-6,1,710511.237796,1131990.337796,421479.100000,0.000000,602113.000000,0.048012
step,7,0,0.000000,5000000.000000,5000000.000000,pair,,,,,529877.337796,1131990.337796,,,602113.000000,0.048012
phase,8,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck2_1_2,0,1131990.337796,1142551.940360,908.100000,581.522000,12680.502564,0.832901
phase,8,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck2_1_2,0,1142551.940360,1144670.840360,2118.900000,0.000000,12680.502564,0.832901
phase,8,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-7,1,1131990.337796,1142551.940360,908.100000,581.522000,12680.502564,0.832901
phase,8,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-7,1,1142551.940360,1144670.840360,2118.900000,0.000000,12680.502564,0.832901
step,8,0,0.000000,5000000.000000,5000000.000000,pair,,,,,1131990.337796,1144670.840360,,,12680.502564,0.832901
phase,9,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck2_1_3,0,1144670.840360,1234987.940360,90317.100000,32.035900,301057.000000,0.192215
phase,9,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck2_1_3,0,1234987.940360,1445727.840360,210739.900000,0.000000,301057.000000,0.192215
phase,9,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-8,1,1144670.840360,1234987.940360,90317.100000,32.035900,301057.000000,0.192215
phase,9,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-8,1,1234987.940360,1445727.840360,210739.900000,0.000000,301057.000000,0.192215
step,9,0,0.000000,5000000.000000,5000000.000000,pair,,,,,1144670.840360,1445727.840360,,,301057.000000,0.192215
phase,10,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_1_1,3,1268736.000000,1287999.275055,17203.500000,111.973000,59404.775055,0.324271
phase,10,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_1_1,3,1287999.275055,1328140.775055,40141.500000,0.000000,59404.775055,0.324271
step,10,0,0.000000,5000000.000000,5000000.000000,single,,,,,1268736.000000,1328140.775055,,,59404.775055,0.324271
phase,11,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_1_2,3,1328140.775055,1381965.249249,8294.700000,648.902000,73178.774194,0.735520
phase,11,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_1_2,3,1381965.249249,1401319.549249,19354.300000,0.000000,73178.774194,0.735520
step,11,0,0.000000,5000000.000000,5000000.000000,single,,,,,1328140.775055,1401319.549249,,,73178.774194,0.735520
phase,12,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_1_3,3,1401319.549249,1478370.953581,68813.100000,111.972000,237615.304332,0.324270
phase,12,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_1_3,3,1478370.953581,1638934.853581,160563.900000,0.000000,237615.304332,0.324270
step,12,0,0.000000,5000000.000000,5000000.000000,single,,,,,1401319.549249,1638934.853581,,,237615.304332,0.324270
phase,13,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck2_2_1,0,1445727.840360,1536044.940360,90317.100000,32.035900,301057.000000,0.192215
phase,13,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck2_2_1,0,1536044.940360,1746784.840360,210739.900000,0.000000,301057.000000,0.192215
phase,13,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-9,1,1445727.840360,1536044.940360,90317.100000,32.035900,301057.000000,0.192215
phase,13,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-9,1,1536044.940360,1746784.840360,210739.900000,0.000000,301057.000000,0.192215
step,13,0,0.000000,5000000.000000,5000000.000000,pair,,,,,1445727.840360,1746784.840360,,,301057.000000,0.192215
phase,14,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_1_Residual,2,1638934.853581,1644957.855181,5376.000000,112.035000,18567.001600,0.324393
phase,14,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_1_Residual,2,1644957.855181,1657501.855181,12544.000000,0.000000,18567.001600,0.324393
step,14,0,0.000000,5000000.000000,5000000.000000,single,,,,,1638934.853581,1657501.855181,,,18567.001600,0.324393
phase,15,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_2_1,3,1657501.855181,1734586.289801,68813.100000,112.020000,237648.334620,0.324363
phase,15,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_2_1,3,1734586.289801,1895150.189801,160563.900000,0.000000,237648.334620,0.324363
step,15,0,0.000000,5000000.000000,5000000.000000,single,,,,,1657501.855181,1895150.189801,,,237648.334620,0.324363
phase,16,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck2_2_2,0,1746784.840360,1752019.084564,875.400000,298.963000,7276.844204,0.719301
phase,16,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck2_2_2,0,1752019.084564,1754061.684564,2042.600000,0.000000,7276.844204,0.719301
phase,16,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-10,1,1746784.840360,1752019.084564,875.400000,298.963000,7276.844204,0.719301
phase,16,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-10,1,1752019.084564,1754061.684564,2042.600000,0.000000,7276.844204,0.719301
step,16,0,0.000000,5000000.000000,5000000.000000,pair,,,,,1746784.840360,1754061.684564,,,7276.844204,0.719301
phase,17,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck2_2_3,0,1754061.684564,1776641.184564,22579.500000,32.036600,75265.000000,0.192220
phase,17,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck2_2_3,0,1776641.184564,1829326.684564,52685.500000,0.000000,75265.000000,0.192220
phase,17,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-11,1,1754061.684564,1776641.184564,22579.500000,32.036600,75265.000000,0.192220
phase,17,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-11,1,1776641.184564,1829326.684564,52685.500000,0.000000,75265.000000,0.192220
step,17,0,0.000000,5000000.000000,5000000.000000,pair,,,,,1754061.684564,1829326.684564,,,75265.000000,0.192220
phase,18,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_1_1,0,1829326.684564,1897064.584564,67737.900000,12.011600,225793.000000,0.072070
phase,18,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_1_1,0,1897064.584564,2055119.684564,158055.100000,0.000000,225793.000000,0.072070
phase,18,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-12,1,1829326.684564,1897064.584564,67737.900000,12.011600,225793.000000,0.072070
phase,18,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-12,1,1897064.584564,2055119.684564,158055.100000,0.000000,225793.000000,0.072070
step,18,0,0.000000,5000000.000000,5000000.000000,pair,,,,,1829326.684564,2055119.684564,,,225793.000000,0.072070
phase,19,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_2_2,3,1895150.189801,1948974.663995,8294.700000,648.902000,73178.774194,0.735520
phase,19,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_2_2,3,1948974.663995,1968328.963995,19354.300000,0.000000,73178.774194,0.735520
step,19,0,0.000000,5000000.000000,5000000.000000,single,,,,,1895150.189801,1968328.963995,,,73178.774194,0.735520
phase,20,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_2_3,3,1968328.963995,2045380.368327,68813.100000,111.972000,237615.304332,0.324270
phase,20,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_2_3,3,2045380.368327,2205944.268327,160563.900000,0.000000,237615.304332,0.324270
step,20,0,0.000000,5000000.000000,5000000.000000,single,,,,,1968328.963995,2205944.268327,,,237615.304332,0.324270
phase,21,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_1_2,0,2055119.684564,2059130.010908,227.400000,881.778000,4540.926344,0.883152
phase,21,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_1_2,0,2059130.010908,2059660.610908,530.600000,0.000000,4540.926344,0.883152
phase,21,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-13,1,2055119.684564,2059130.010908,227.400000,881.778000,4540.926344,0.883152
phase,21,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-13,1,2059130.010908,2059660.610908,530.600000,0.000000,4540.926344,0.883152
step,21,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2055119.684564,2059660.610908,,,4540.926344,0.883152
phase,22,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_1_3,0,2059660.610908,2110464.110908,50803.500000,32.150000,169345.000000,0.192900
phase,22,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_1_3,0,2110464.110908,2229005.610908,118541.500000,0.000000,169345.000000,0.192900
phase,22,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-14,1,2059660.610908,2110464.110908,50803.500000,32.150000,169345.000000,0.192900
phase,22,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-14,1,2110464.110908,2229005.610908,118541.500000,0.000000,169345.000000,0.192900
step,22,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2059660.610908,2229005.610908,,,169345.000000,0.192900
phase,23,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_2_Residual,2,2205944.268327,2211967.269927,5376.000000,112.035000,18567.001600,0.324393
phase,23,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_2_Residual,2,2211967.269927,2224511.269927,12544.000000,0.000000,18567.001600,0.324393
step,23,0,0.000000,5000000.000000,5000000.000000,single,,,,,2205944.268327,2224511.269927,,,18567.001600,0.324393
phase,24,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_3_1,3,2224511.269927,2301595.704547,68813.100000,112.020000,237648.334620,0.324363
phase,24,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_3_1,3,2301595.704547,2462159.604547,160563.900000,0.000000,237648.334620,0.324363
step,24,0,0.000000,5000000.000000,5000000.000000,single,,,,,2224511.269927,2462159.604547,,,237648.334620,0.324363
phase,25,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_2_1,0,2229005.610908,2279809.110908,50803.500000,32.150000,169345.000000,0.192900
phase,25,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_2_1,0,2279809.110908,2398350.610908,118541.500000,0.000000,169345.000000,0.192900
phase,25,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-15,1,2229005.610908,2279809.110908,50803.500000,32.150000,169345.000000,0.192900
phase,25,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-15,1,2279809.110908,2398350.610908,118541.500000,0.000000,169345.000000,0.192900
step,25,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2229005.610908,2398350.610908,,,169345.000000,0.192900
phase,26,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_2_2,0,2398350.610908,2400323.844060,211.200000,467.148000,2466.033152,0.800165
phase,26,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_2_2,0,2400323.844060,2400816.644060,492.800000,0.000000,2466.033152,0.800165
phase,26,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-16,1,2398350.610908,2400323.844060,211.200000,467.148000,2466.033152,0.800165
phase,26,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-16,1,2400323.844060,2400816.644060,492.800000,0.000000,2466.033152,0.800165
step,26,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2398350.610908,2400816.644060,,,2466.033152,0.800165
phase,27,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_2_3,0,2400816.644060,2451620.144060,50803.500000,32.150000,169345.000000,0.192900
phase,27,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_2_3,0,2451620.144060,2570161.644060,118541.500000,0.000000,169345.000000,0.192900
phase,27,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-17,1,2400816.644060,2451620.144060,50803.500000,32.150000,169345.000000,0.192900
phase,27,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-17,1,2451620.144060,2570161.644060,118541.500000,0.000000,169345.000000,0.192900
step,27,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2400816.644060,2570161.644060,,,169345.000000,0.192900
phase,28,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_3_2,3,2462159.604547,2515984.078741,8294.700000,648.902000,73178.774194,0.735520
phase,28,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_3_2,3,2515984.078741,2535338.378741,19354.300000,0.000000,73178.774194,0.735520
step,28,0,0.000000,5000000.000000,5000000.000000,single,,,,,2462159.604547,2535338.378741,,,73178.774194,0.735520
phase,29,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_3_3,3,2535338.378741,2612389.783073,68813.100000,111.972000,237615.304332,0.324270
phase,29,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_3_3,3,2612389.783073,2772953.683073,160563.900000,0.000000,237615.304332,0.324270
step,29,0,0.000000,5000000.000000,5000000.000000,single,,,,,2535338.378741,2772953.683073,,,237615.304332,0.324270
phase,30,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_2_Residual,0,2570161.644060,2570840.750700,235.500000,144.184000,1228.606640,0.552745
phase,30,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_2_Residual,0,2570840.750700,2571390.250700,549.500000,0.000000,1228.606640,0.552745
phase,30,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-18,1,2570161.644060,2570840.750700,235.500000,144.184000,1228.606640,0.552745
phase,30,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-18,1,2570840.750700,2571390.250700,549.500000,0.000000,1228.606640,0.552745
step,30,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2570161.644060,2571390.250700,,,1228.606640,0.552745
phase,31,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_3_1,0,2571390.250700,2622193.750700,50803.500000,32.150000,169345.000000,0.192900
phase,31,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_3_1,0,2622193.750700,2740735.250700,118541.500000,0.000000,169345.000000,0.192900
phase,31,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-19,1,2571390.250700,2622193.750700,50803.500000,32.150000,169345.000000,0.192900
phase,31,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-19,1,2622193.750700,2740735.250700,118541.500000,0.000000,169345.000000,0.192900
step,31,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2571390.250700,2740735.250700,,,169345.000000,0.192900
phase,32,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_3_2,0,2740735.250700,2742708.483852,211.200000,467.148000,2466.033152,0.800165
phase,32,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_3_2,0,2742708.483852,2743201.283852,492.800000,0.000000,2466.033152,0.800165
phase,32,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-20,1,2740735.250700,2742708.483852,211.200000,467.148000,2466.033152,0.800165
phase,32,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-20,1,2742708.483852,2743201.283852,492.800000,0.000000,2466.033152,0.800165
step,32,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2740735.250700,2743201.283852,,,2466.033152,0.800165
phase,33,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck3_3_3,0,2743201.283852,2754491.183852,11289.900000,32.151400,37633.000000,0.192908
phase,33,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck3_3_3,0,2754491.183852,2780834.283852,26343.100000,0.000000,37633.000000,0.192908
phase,33,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-21,1,2743201.283852,2754491.183852,11289.900000,32.151400,37633.000000,0.192908
phase,33,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-21,1,2754491.183852,2780834.283852,26343.100000,0.000000,37633.000000,0.192908
step,33,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2743201.283852,2780834.283852,,,37633.000000,0.192908
phase,34,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV2_3_Residual,3,2772953.683073,2775362.488580,2150.700000,112.001000,7427.105507,0.324326
phase,34,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV2_3_Residual,3,2775362.488580,2780380.788580,5018.300000,0.000000,7427.105507,0.324326
step,34,0,0.000000,5000000.000000,5000000.000000,single,,,,,2772953.683073,2780380.788580,,,7427.105507,0.324326
phase,35,0,0.000000,5000000.000000,5000000.000000,single,mem,resnet50,CONV3_1_1,3,2780380.788580,2849193.888580,68813.100000,56.195600,229377.000000,0.168587
phase,35,0,0.000000,5000000.000000,5000000.000000,single,comp,resnet50,CONV3_1_1,3,2849193.888580,3009757.788580,160563.900000,0.000000,229377.000000,0.168587
step,35,0,0.000000,5000000.000000,5000000.000000,single,,,,,2780380.788580,3009757.788580,,,229377.000000,0.168587
phase,36,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck4_1_1,0,2780834.283852,2803413.783852,22579.500000,16.061600,75265.000000,0.096370
phase,36,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck4_1_1,0,2803413.783852,2856099.283852,52685.500000,0.000000,75265.000000,0.096370
phase,36,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-22,1,2780834.283852,2803413.783852,22579.500000,16.061600,75265.000000,0.096370
phase,36,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-22,1,2803413.783852,2856099.283852,52685.500000,0.000000,75265.000000,0.096370
step,36,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2780834.283852,2856099.283852,,,75265.000000,0.096370
phase,37,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck4_1_2,0,2856099.283852,2858567.844232,102.300000,1206.530000,2707.260380,0.911830
phase,37,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck4_1_2,0,2858567.844232,2858806.544232,238.700000,0.000000,2707.260380,0.911830
phase,37,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-23,1,2856099.283852,2858567.844232,102.300000,1206.530000,2707.260380,0.911830
phase,37,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-23,1,2858567.844232,2858806.544232,238.700000,0.000000,2707.260380,0.911830
step,37,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2856099.283852,2858806.544232,,,2707.260380,0.911830
phase,38,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck4_1_3,0,2858806.544232,2875741.244232,16934.700000,32.599800,56449.000000,0.195599
phase,38,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck4_1_3,0,2875741.244232,2915255.544232,39514.300000,0.000000,56449.000000,0.195599
phase,38,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-24,1,2858806.544232,2875741.244232,16934.700000,32.599800,56449.000000,0.195599
phase,38,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-24,1,2875741.244232,2915255.544232,39514.300000,0.000000,56449.000000,0.195599
step,38,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2858806.544232,2915255.544232,,,56449.000000,0.195599
phase,39,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck4_2_1,0,2915255.544232,2932190.244232,16934.700000,32.599800,56449.000000,0.195599
phase,39,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck4_2_1,0,2932190.244232,2971704.544232,39514.300000,0.000000,56449.000000,0.195599
phase,39,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-25,1,2915255.544232,2932190.244232,16934.700000,32.599800,56449.000000,0.195599
phase,39,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-25,1,2932190.244232,2971704.544232,39514.300000,0.000000,56449.000000,0.195599
step,39,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2915255.544232,2971704.544232,,,56449.000000,0.195599
phase,40,0,0.000000,5000000.000000,5000000.000000,pair,mem,mobilenet_v2,Bottleneck4_2_2,0,2971704.544232,2972357.080232,47.700000,684.000000,763.836000,0.854288
phase,40,0,0.000000,5000000.000000,5000000.000000,pair,comp,mobilenet_v2,Bottleneck4_2_2,0,2972357.080232,2972468.380232,111.300000,0.000000,763.836000,0.854288
phase,40,0,0.000000,5000000.000000,5000000.000000,pair,mem,squeezenet1_0,Conv2d-26,1,2971704.544232,2972357.080232,47.700000,684.000000,763.836000,0.854288
phase,40,0,0.000000,5000000.000000,5000000.000000,pair,comp,squeezenet1_0,Conv2d-26,1,2972357.080232,2972468.380232,111.300000,0.000000,763.836000,0.854288
step,40,0,0.000000,5000000.000000,5000000.000000,pair,,,,,2971704.544232,2972468.380232,,,763.836000,0.854288
